0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.025117739,0.025117739,0.021978022,0.021978022,0.018838305,0.025117739,0.025117739,0.025117739,0.031397174,0.047095761,0.053375196,0.050235479,0.053375196,0.054945055,0.065934066,0.078492936,0.078492936,0.069073783,0.059654631,0.043956044,0.037676609,0.031397174,0.028257457,0.028257457
