fuel_id,ss_space_heating,ss_space_heating,ss_space_heating,ss_space_heating,ss_space_heating,ss_space_heating,ss_space_heating,ss_space_heating,ss_space_heating
None',community_arts_leisure,education,emergency_services,health,hospitality,military,offices,retail,storage
0,0,0,0,0,0,0,0,0,0
1,750,1184,402,1031,378,103,1106,774,552
2,51,19,7,14,41,0,200,381,62
3,84,96,19,3,89,8,71,52,317
4,48,95,2,39,0,131,18,0,0
5,11,6,0,1,50,0,21,22,35
6,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0
