daytype,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
workday,0.089082969,0.087336245,0.090247453,0.082678311,0.080349345,0.073362445,0.054730713,0.048908297,0.051819505,0.04657933,0.029112082,0.027947598,0.015720524,0.002911208,0.002328967,0.000291121,0.001746725,0.011644833,0.014556041,0.022707424,0.022707424,0.027947598,0.033770015,0.081513828
holiday,0.089082969,0.087336245,0.090247453,0.082678311,0.080349345,0.073362445,0.054730713,0.048908297,0.051819505,0.04657933,0.029112082,0.027947598,0.015720524,0.002911208,0.002328967,0.000291121,0.001746725,0.011644833,0.014556041,0.022707424,0.022707424,0.027947598,0.033770015,0.081513828
peakday,0.089082969,0.087336245,0.090247453,0.082678311,0.080349345,0.073362445,0.054730713,0.048908297,0.051819505,0.04657933,0.029112082,0.027947598,0.015720524,0.002911208,0.002328967,0.000291121,0.001746725,0.011644833,0.014556041,0.022707424,0.022707424,0.027947598,0.033770015,0.081513828
