daytype,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
workday,0.004310345,0.004310345,0.004310345,0.004310345,0.004310345,0.023706897,0.064655172,0.103448276,0.056034483,0.025862069,0.023706897,0.028017241,0.023706897,0.025862069,0.025862069,0.043103448,0.064655172,0.103448276,0.101293103,0.084051724,0.066810345,0.0625,0.040948276,0.010775862
holiday,0.004158004,0.004158004,0.004158004,0.004158004,0.004158004,0.012474012,0.020790021,0.051975052,0.093555094,0.051975052,0.031185031,0.033264033,0.041580042,0.033264033,0.033264033,0.043659044,0.083160083,0.0997921,0.097713098,0.076923077,0.064449064,0.06029106,0.03950104,0.01039501
peakday,0.005656109,0.005656109,0.005656109,0.005656109,0.020361991,0.023755656,0.047511312,0.067873303,0.054298643,0.033936652,0.052036199,0.056561086,0.042986425,0.045248869,0.047511312,0.053167421,0.048642534,0.074660633,0.076923077,0.073529412,0.066742081,0.056561086,0.022624434,0.012443439
