0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.010989011,0.010989011,0.010989011,0.013736264,0.027472527,0.043956044,0.054945055,0.057692308,0.06043956,0.068681319,0.076923077,0.082417582,0.082417582,0.082417582,0.085164835,0.085164835,0.057692308,0.024725275,0.010989011,0.010989011,0.010989011,0.010989011,0.008241758,0.010989011
