daytype,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
workday,0.18979915,0.127551006,0.092405899,0.057788662,0.050040816,0.049331222,0.026445366,0.017832161,0.017053338,0.020004211,0.012960191,0.009305492,0.005197922,0.004721975,0.001378805,0.000908627,0.002001863,0.003853731,0.006816143,0.007860343,0.018305224,0.020142669,0.069820034,0.188475151
holiday,0.187509895,0.124071129,0.082492072,0.056150341,0.0495428,0.045031094,0.028410974,0.023814545,0.015985309,0.013614584,0.01251812,0.007642472,0.00656116,0.006884595,0.004371942,0.005185787,0.006552192,0.010898161,0.009285004,0.015612709,0.019370866,0.015634044,0.063520707,0.189339499
peakday,0.18979915,0.127551006,0.092405899,0.057788662,0.050040816,0.049331222,0.026445366,0.017832161,0.017053338,0.020004211,0.012960191,0.009305492,0.005197922,0.004721975,0.001378805,0.000908627,0.002001863,0.003853731,0.006816143,0.007860343,0.018305224,0.020142669,0.069820034,0.188475151
