daytype,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
workday,0.108216433,0.118236473,0.118236473,0.118236473,0.112224449,0.085170341,0.06012024,0.04008016,0.01002004,0,0,0,0.001002004,0.008016032,0.01002004,0.016032064,0.017034068,0.006012024,0.002004008,0,0.00501002,0.022044088,0.06012024,0.082164329
holiday,0.108216433,0.118236473,0.118236473,0.118236473,0.112224449,0.085170341,0.06012024,0.04008016,0.01002004,0,0,0,0.001002004,0.008016032,0.01002004,0.016032064,0.017034068,0.006012024,0.002004008,0,0.00501002,0.022044088,0.06012024,0.082164329
peakday,0.108216433,0.118236473,0.118236473,0.118236473,0.112224449,0.085170341,0.06012024,0.04008016,0.01002004,0,0,0,0.001002004,0.008016032,0.01002004,0.016032064,0.017034068,0.006012024,0.002004008,0,0.00501002,0.022044088,0.06012024,0.082164329
